ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_IDs
47-thad1238,thad1238,47,li-ʋəi,,,,thad1238-imethimforthtime
47-maon1238,maon1238,47,žuʋə-pədd,,,,maon1238-imethimforthtime
47-chok1243,chok1243,47,va-dao,,,,chok1243-imethimforthtime
47-kony1248,kony1248,47,pəlipə-me,,,,kony1248-imethimforthtime
47-phom1236,phom1236,47,əli-pa,,,,phom1236-imethimforthtime
47-poch1243,poch1243,47,əmzɯkeɹə,,,,poch1243-imethimforthtime
47-sang1321,sang1321,47,məjə-pi,,,,sang1321-imethimforthtime
47-yimc1240,yimc1240,47,pʰɘŋɪ-kɪ,,,,yimc1240-imethimforthtime
47-khez1235,khez1235,47,əmva-pɘti,,,,khez1235-imethimforthtime
47-khia1236,khia1236,47,pɘle-tiam,,,,khia1236-imethimforthtime
47-sout2732,sout2732,47,gwànzigen,,,,sout2732-imethimforthtime
47-sumi1235,sumi1235,47,χotʰu bidi,,,,sumi1235-imethimforthtime
47-zeme1240,zeme1240,47,lu-medai,,,,zeme1240-imethimforthtime
47-nyis1236,nyis1236,47,lɘ-pʰi-dɘp,,,,nyis1236-imethimforthtime
47-apat1240,apat1240,47,ɹom-pe,,,,apat1240-imethimforthtime
47-galo1242,galo1242,47,lɘ-pi,,,,galo1242-imethimforthtime
47-noct1238,noct1238,47,dəp-pɘli-ɹa,,,,noct1238-imethimforthtime
47-idum1241,idum1241,47,bɘ-pi,,,,idum1241-imethimforthtime
47-miju1243,miju1243,47,boi-kɘmɹɘn,,,,miju1243-imethimforthtime
47-koro1316,koro1316,47,ta:m-kople,,,,koro1316-imethimforthtime
47-pada1257,pada1257,47,lɘ-mpinanɘ,,,,pada1257-imethimforthtime
47-diga1241,diga1241,47,bɘ-kapɹe,,,,diga1241-imethimforthtime
47-tikh1243,tikh1243,47,ʤa-bɘləi,,,,tikh1243-imethimforthtime
47-tsha1245,tsha1245,47,koɹ-pʰi,,,,tsha1245-imethimforthtime
47-wanc1238,wanc1238,47,pɘʒi-pa,,,,wanc1238-imethimforthtime
48-spit1240,spit1240,48,fɛra-ɡu,,,,spit1240-icalledherninetimes
48-lada1244,lada1244,48,tʃʰerpɑ rɡu/ɡu,,,,lada1244-icalledherninetimes
48-khoi1251,khoi1251,48,təkukəoi,,,,khoi1251-icalledherninetimes
48-aona1235,aona1235,48,tʰuku-ben,,,,aona1235-icalledherninetimes
48-bori1243,bori1243,48,lɘ-konɑŋ,,,,bori1243-icalledherninetimes
48-bodo1269,bodo1269,48,ɡʊ bɑr,,,,bodo1269-icalledherninetimes
48-meit1246,meit1246,48,mɑpənlək,,,,meit1246-icalledherninetimes
48-than1255,than1255,48,kuoʋeh,,,,than1255-icalledherninetimes
48-byan1241,byan1241,48,ɡʊɪčo,,,,byan1241-icalledherninetimes
48-loth1237,loth1237,48,ečʰuŋ topʰʋəoto,,,,loth1237-icalledherninetimes
48-rong1266,rong1266,48,liəŋ čəkju,,,,rong1266-icalledherninetimes
48-anga1288,anga1288,48,ʋɑtʰeθ,,,,anga1288-icalledherninetimes
48-jadd1243,jadd1243,48,tʰemɑɡu,,,,jadd1243-icalledherninetimes
48-stod1241,stod1241,48,ləntʰɑ-ɡu,,,,stod1241-icalledherninetimes
48-thad1238,thad1238,48,ko-ʋəi,,,,thad1238-icalledherninetimes
48-maon1238,maon1238,48,žuʋə-čiko,,,,maon1238-icalledherninetimes
48-chok1243,chok1243,48,va-tʰɘʧi,,,,chok1243-icalledherninetimes
48-kony1248,kony1248,48,tupa-me,,,,kony1248-icalledherninetimes
48-phom1236,phom1236,48,ʃʉ-pa,,,,phom1236-icalledherninetimes
48-poch1243,poch1243,48,tokukeɹe,,,,poch1243-icalledherninetimes
48-sang1321,sang1321,48,təku-pi,,,,sang1321-icalledherninetimes
48-yimc1240,yimc1240,48,tuku-kɪ,,,,yimc1240-icalledherninetimes
48-khez1235,khez1235,48,əmva-tɘkfɘ,,,,khez1235-icalledherninetimes
48-khia1236,khia1236,48,lɘkau-tiam,,,,khia1236-icalledherninetimes
48-sout2732,sout2732,48,gwàntəkwégen,,,,sout2732-icalledherninetimes
48-sumi1235,sumi1235,48,χotʰu toku,,,,sumi1235-icalledherninetimes
48-zeme1240,zeme1240,48,lu-sɘkui,,,,zeme1240-icalledherninetimes
48-nyis1236,nyis1236,48,lɘ-kʰja-dɘp,,,,nyis1236-icalledherninetimes
48-apat1240,apat1240,48,ɹom-kua,,,,apat1240-icalledherninetimes
48-galo1242,galo1242,48,lɘke-ŋə,,,,galo1242-icalledherninetimes
48-noct1238,noct1238,48,dəp-kʰu,,,,noct1238-icalledherninetimes
48-idum1241,idum1241,48,bɘ-kʰini,,,,idum1241-icalledherninetimes
48-miju1243,miju1243,48,boi-nətmo,,,,miju1243-icalledherninetimes
48-koro1316,koro1316,48,ta:m-gaje,,,,koro1316-icalledherninetimes
48-pada1257,pada1257,48,lɘ-konaŋ,,,,pada1257-icalledherninetimes
48-diga1241,diga1241,48,bɘ-kəɲəŋ,,,,diga1241-icalledherninetimes
48-tikh1243,tikh1243,48,ʤa-tɘko,,,,tikh1243-icalledherninetimes
48-tsha1245,tsha1245,48,koɹ-gu,,,,tsha1245-icalledherninetimes
48-wanc1238,wanc1238,48,aku,,,,wanc1238-icalledherninetimes
49-spit1240,spit1240,49,fɛra-nɨʃuɛŋã,,,,spit1240-icalledhimtwentyfivetimes
49-lada1244,lada1244,49,tʃʰerpɑ niʃusɔŋɑ,,,,lada1244-icalledhimtwentyfivetimes
49-khoi1251,khoi1251,49,somniləipʰəŋɑoi,,,,khoi1251-icalledhimtwentyfivetimes
49-aona1235,aona1235,49,mɛtdʒərpuŋo-ben,,,,aona1235-icalledhimtwentyfivetimes
49-bori1243,bori1243,49,ɘiŋɑni-kolɑŋ-pilo,,,,bori1243-icalledhimtwentyfivetimes
49-bodo1269,bodo1269,49,nəɪžɪ:bɑ: bɑr,,,,bodo1269-icalledhimtwentyfivetimes
49-meit1246,meit1246,49,kunməŋɑ-rək,,,,meit1246-icalledhimtwentyfivetimes
49-than1255,than1255,49,šɔmnɪ:hlenɡɑ̃ʋeh,,,,than1255-icalledhimtwentyfivetimes
49-byan1241,byan1241,49,nʰəssɑ ŋəɪčo,,,,byan1241-icalledhimtwentyfivetimes
49-loth1237,loth1237,49,ečʰuŋ mikʰjə moŋo oto,,,,loth1237-icalledhimtwentyfivetimes
49-rong1266,rong1266,49,liəŋ čʋipəŋu,,,,rong1266-icalledhimtwentyfivetimes
49-anga1288,anga1288,49,ʋɑmeθpeŋu,,,,anga1288-icalledhimtwentyfivetimes
49-stod1241,stod1241,49,ləntʰɑ-ɲiʃusɑɲɑ̃,,,,stod1241-icalledhimtwentyfivetimes
49-thad1238,thad1238,49,somniləŋɑ-ʋəi,,,,thad1238-icalledhimtwentyfivetimes
49-maon1238,maon1238,49,žuʋə-məkkɛpuŋo,,,,maon1238-icalledhimtwentyfivetimes
49-chok1243,chok1243,49,va-mɘʧɪo-puŋu,,,,chok1243-icalledhimtwentyfivetimes
49-kony1248,kony1248,49,tapəŋa-me,,,,kony1248-icalledhimtwentyfivetimes
49-phom1236,phom1236,49,hapɘŋa-pa,,,,phom1236-icalledhimtwentyfivetimes
49-poch1243,poch1243,49,ənkenməŋakeɹe,,,,poch1243-icalledhimtwentyfivetimes
49-sang1321,sang1321,49,məkjə-pə-məŋa-pi,,,,sang1321-icalledhimtwentyfivetimes
49-yimc1240,yimc1240,49,mukukjakpʰɘŋɘ-kɪ,,,,yimc1240-icalledhimtwentyfivetimes
49-khez1235,khez1235,49,əmva-məʧipuŋu,,,,khez1235-icalledhimtwentyfivetimes
49-khia1236,khia1236,49,kʰe-kɘ-muŋu-tiam,,,,khia1236-icalledhimtwentyfivetimes
49-sout2732,sout2732,49,gwànkɪpfɘ ʧeken/gwànkɪpfɘ ʧeke,,,,sout2732-icalledhimtwentyfivetimes
49-sumi1235,sumi1235,49,χotʰu muku-puŋu,,,,sumi1235-icalledhimtwentyfivetimes
49-zeme1240,zeme1240,49,lu-kai-miɲʉ,,,,zeme1240-icalledhimtwentyfivetimes
49-nyis1236,nyis1236,49,lɘ-ʧamni-le-ŋo-dɘp,,,,nyis1236-icalledhimtwentyfivetimes
49-apat1240,apat1240,49,ɹo-niχəe-la-jaŋoi,,,,apat1240-icalledhimtwentyfivetimes
49-galo1242,galo1242,49,lɘʧami-ŋo,,,,galo1242-icalledhimtwentyfivetimes
49-noct1238,noct1238,49,ɹokni-də-paŋa,,,,noct1238-icalledhimtwentyfivetimes
49-idum1241,idum1241,49,bɘ-aniɹ̥u-maŋa,,,,idum1241-icalledhimtwentyfivetimes
49-miju1243,miju1243,49,boi-kɘtaumo-kɘlen,,,,miju1243-icalledhimtwentyfivetimes
49-koro1316,koro1316,49,ta:m-nifa-jali-ple,,,,koro1316-icalledhimtwentyfivetimes
49-pada1257,pada1257,49,lɘ-ɘiŋani-kolaŋ-pilo,,,,pada1257-icalledhimtwentyfivetimes
49-diga1241,diga1241,49,bɘ-kaheləŋ-maŋa,,,,diga1241-icalledhimtwentyfivetimes
49-tikh1243,tikh1243,49,kʰu-ɹa-baŋa-lə,,,,tikh1243-icalledhimtwentyfivetimes
49-tsha1245,tsha1245,49,koɹ-kʰaitʰuɹ-gin-ŋa,,,,tsha1245-icalledhimtwentyfivetimes
49-wanc1238,wanc1238,49,ta: -ba-aɲa,,,,wanc1238-icalledhimtwentyfivetimes
50-spit1240,spit1240,50,fɛra-tʃʋeŋã,,,,spit1240-icalledherfifteentimes
50-lada1244,lada1244,50,tʃʰerpɑ tʃoGɑ,,,,lada1244-icalledherfifteentimes
50-khoi1251,khoi1251,50,čipləipʰəŋɑoi,,,,khoi1251-icalledherfifteentimes
50-aona1235,aona1235,50,tʰərpuŋo-ben,,,,aona1235-icalledherfifteentimes
50-bori1243,bori1243,50,ɘiŋ-kolɑŋ-lɘm-ŋoko,,,,bori1243-icalledherfifteentimes
50-bodo1269,bodo1269,50,žɪ:bɑ: bɑr,,,,bodo1269-icalledherfifteentimes
50-meit1246,meit1246,50,tərɑməŋɑ-rək,,,,meit1246-icalledherfifteentimes
50-than1255,than1255,50,šɔmlenɡɑ̃ʋeh,,,,than1255-icalledherfifteentimes
50-byan1241,byan1241,50,čʲəbəŋčo,,,,byan1241-icalledherfifteentimes
50-loth1237,loth1237,50,ečʰuŋ tɑro moŋo oto,,,,loth1237-icalledherfifteentimes
50-rong1266,rong1266,50,liəŋ rupəŋu,,,,rong1266-icalledherfifteentimes
50-anga1288,anga1288,50,ʋɑkɛrpeŋu,,,,anga1288-icalledherfifteentimes
50-jadd1243,jadd1243,50,tʰemɑčɑŋɑ,,,,jadd1243-icalledherfifteentimes
50-stod1241,stod1241,50,ləntʰɑ-čoɲɑ̃,,,,stod1241-icalledherfifteentimes
50-thad1238,thad1238,50,somləŋɑ-ʋəi,,,,thad1238-icalledherfifteentimes
50-maon1238,maon1238,50,žuʋə-kjɑpuŋo,,,,maon1238-icalledherfifteentimes
50-chok1243,chok1243,50,va-kɘɹi-puŋu,,,,chok1243-icalledherfifteentimes
50-kony1248,kony1248,50,pənpɘŋa-me,,,,kony1248-icalledherfifteentimes
50-phom1236,phom1236,50,ənpɘŋa-pa,,,,phom1236-icalledherfifteentimes
50-poch1243,poch1243,50,təɹaməŋakeɹe,,,,poch1243-icalledherfifteentimes
50-sang1321,sang1321,50,tʰəɹe-məŋa-pi,,,,sang1321-icalledherfifteentimes
50-yimc1240,yimc1240,50,tʰɘɹɘkjakpʰɘŋɘ-kɪ,,,,yimc1240-icalledherfifteentimes
50-khez1235,khez1235,50,əmve-ʧaɹəpuŋu,,,,khez1235-icalledherfifteentimes
50-khia1236,khia1236,50,ʦe-kɘ-muŋu-tiam,,,,khia1236-icalledherfifteentimes
50-sout2732,sout2732,50,gwànʦɘɹɘpfɘ ʧeken/ʦɘɹɘpfɘ ʧeke,,,,sout2732-icalledherfifteentimes
50-sumi1235,sumi1235,50,χotʰu ʧiɣi-puŋu,,,,sumi1235-icalledherfifteentimes
50-zeme1240,zeme1240,50,lu-kɘɹeu-miɲʉ,,,,zeme1240-icalledherfifteentimes
50-nyis1236,nyis1236,50,lɘ-ɹiŋ-le-ŋu,,,,nyis1236-icalledherfifteentimes
50-apat1240,apat1240,50,o-liaŋhe-la-jaŋoi,,,,apat1240-icalledherfifteentimes
50-galo1242,galo1242,50,lɘɹɘ-gola-lɘ-ŋo,,,,galo1242-icalledherfifteentimes
50-noct1238,noct1238,50,aʧi-də-paŋa,,,,noct1238-icalledherfifteentimes
50-idum1241,idum1241,50,bɘ-ho-ma,,,,idum1241-icalledherfifteentimes
50-miju1243,miju1243,50,boi-kepmo-kɘlen,,,,miju1243-icalledherfifteentimes
50-koro1316,koro1316,50,ta:m-fala-jali-ple,,,,koro1316-icalledherfifteentimes
50-pada1257,pada1257,50,lɘ-ɘiŋ-kolaŋ-pilo,,,,pada1257-icalledherfifteentimes
50-diga1241,diga1241,50,bɘ-halɘ-maŋa,,,,diga1241-icalledherfifteentimes
50-tikh1243,tikh1243,50,ʧe-ɹa-baŋa-lə,,,,tikh1243-icalledherfifteentimes
50-tsha1245,tsha1245,50,koɹ-soŋ-ŋa,,,,tsha1245-icalledherfifteentimes
50-wanc1238,wanc1238,50,ba:n-ba-aɲa,,,,wanc1238-icalledherfifteentimes
51-lada1244,lada1244,51,tʃik-tʃik tʃɑ,,,,lada1244-thereisonlyonechild
51-khoi1251,khoi1251,51,kʰət kʰəe pək,,,,khoi1251-thereisonlyonechild
51-aona1235,aona1235,51,kʰɑ təŋ,,,,
51-bori1243,bori1243,51,si ɑtəl,,,,bori1243-thereisonlyonechild
51-bodo1269,bodo1269,51,mən še lɔ,,,,bodo1269-thereisonlyonechild
51-meit1246,meit1246,51,əmə kʰəktɑ,,,,meit1246-thereisonlyonechild
51-tang1336,tang1336,51,əkʰə mɑŋ,,,,tang1336-thereisonlyonechild
51-byan1241,byan1241,51,tiɡɛ kʰənɑ/tiɡɡəi,,,,byan1241-thereisonlyonechild
51-loth1237,loth1237,51,močəŋɑ təe/teʰ,,,,loth1237-thereisonlyonechild
51-rong1266,rong1266,51,kʰət nə,,,,rong1266-thereisonlyonechild
51-anga1288,anga1288,51,po-rəbi,,,,anga1288-thereisonlyonechild
51-jadd1243,jadd1243,51,čikɑr čik,,,,jadd1243-thereisonlyonechild
51-stod1241,stod1241,51,či kə,,,,stod1241-thereisonlyonechild
51-thad1238,thad1238,51,kʰət bɔu,,,,thad1238-thereisonlyonechild
51-maon1238,maon1238,51,kəli kuli kʰrəʰ,,,,maon1238-thereisonlyonechild
51-chok1243,chok1243,51,lɘkʰu / pɘlɘkʰu,,,,chok1243-thereisonlyonechild
51-kony1248,kony1248,51,ʧa həi,,,,kony1248-thereisonlyonechild
51-phom1236,phom1236,51,hɯk mun,,,,phom1236-thereisonlyonechild
51-poch1243,poch1243,51,kəsɯm pa,,,,poch1243-thereisonlyonechild
51-sang1321,sang1321,51,kʰətu tu / kʰətu məliŋ,,,,sang1321-thereisonlyonechild
51-yimc1240,yimc1240,51,kʰɘlaŋ-laŋ,,,,yimc1240-thereisonlyonechild
51-khez1235,khez1235,51,kele tʰɹe,,,,khez1235-thereisonlyonechild
51-khia1236,khia1236,51,ʦak-piho,,,,khia1236-thereisonlyonechild
51-sout2732,sout2732,51,əmti / me-nti,,,,sout2732-thereisonlyonechild
51-sumi1235,sumi1235,51,likʰi / lakʰi likʰi,,,,sumi1235-thereisonlyonechild
51-zeme1240,zeme1240,51,ket ɹɘne,,,,zeme1240-thereisonlyonechild
51-nyis1236,nyis1236,51,kʰen ʧaŋgu,,,,nyis1236-thereisonlyonechild
51-apat1240,apat1240,51,aku kontɘ,,,,apat1240-thereisonlyonechild
51-galo1242,galo1242,51,aken goɲum,,,,galo1242-thereisonlyonechild
51-noct1238,noct1238,51,lolo / wantʰe lolo,,,,noct1238-thereisonlyonechild
51-idum1241,idum1241,51,kʰepa-tèa,,,,idum1241-thereisonlyonechild
51-miju1243,miju1243,51,kɘmo ʧən,,,,miju1243-thereisonlyonechild
51-koro1316,koro1316,51,eʧe be,,,,koro1316-thereisonlyonechild
51-pada1257,pada1257,51,si atəl / atəl,,,,pada1257-thereisonlyonechild
51-diga1241,diga1241,51,bɹa-ge / bɹa-gene / bɹapa-ge,,,,diga1241-thereisonlyonechild
51-tikh1243,tikh1243,51,asi-de,,,,tikh1243-thereisonlyonechild
51-tsha1245,tsha1245,51,ʦaŋma / tʰuɹ,,,,tsha1245-thereisonlyonechild
51-wanc1238,wanc1238,51,ʧa-ga,,,,wanc1238-thereisonlyonechild
52-lada1244,lada1244,52,nis tʃɑ,,,,
52-khoi1251,khoi1251,52,kʰəni pək,,,,
52-aona1235,aona1235,52,ənnɑ təŋ,,,,
52-bori1243,bori1243,52,si ɑɲɲi,,,,
52-bodo1269,bodo1269,52,mən nəi lɔ,,,,
52-meit1246,meit1246,52,əni kʰəktɑ,,,,
52-tang1336,tang1336,52,kʰəni mɑŋ,,,,
52-byan1241,byan1241,52,niʃjɛ kʰənɑ,,,,
52-loth1237,loth1237,52,eni təe,,,,
52-rong1266,rong1266,52,kənəi nə,,,,
52-anga1288,anga1288,52,kenɨje rəbi,,,,
52-jadd1243,jadd1243,52,ni kʰɑ ləbsuŋ,,,,
52-stod1241,stod1241,52,ɲi kə,,,,
52-thad1238,thad1238,52,ni bɔu,,,,
52-maon1238,maon1238,52,kəhɛ̃ kuli kʰrəʰ,,,,
52-chok1243,chok1243,52,kɘna lɘkʰu,,,,
52-kony1248,kony1248,52,ɲi həi,,,,
52-phom1236,phom1236,52,ɲi mun,,,,
52-poch1243,poch1243,52,kəɲim pa,,,,
52-sang1321,sang1321,52,aɲə tu / aɲə məliŋ,,,,
52-yimc1240,yimc1240,52,maʔɲɪ-laŋ,,,,
52-khez1235,khez1235,52,kin̥i tʰɹe,,,,
52-khia1236,khia1236,52,lɘme-piho,,,,
52-sout2732,sout2732,52,kɘɲ̥ũ-ənti,,,,
52-sumi1235,sumi1235,52,kini likʰi,,,,
52-zeme1240,zeme1240,52,kɘna ɹɘne,,,,
52-nyis1236,nyis1236,52,ani ʧaŋgu,,,,
52-apat1240,apat1240,52,ani kontɘ,,,,
52-galo1242,galo1242,52,ani goɲum,,,,
52-noct1238,noct1238,52,wani lolo,,,,
52-idum1241,idum1241,52,kani-tèa,,,,
52-miju1243,miju1243,52,kɘin ʧən,,,,
52-koro1316,koro1316,52,kene gebe,,,,
52-pada1257,pada1257,52,si ani,,,,
52-diga1241,diga1241,52,kʌiŋ-gene,,,,
52-tikh1243,tikh1243,52,anəi-de,,,,
52-tsha1245,tsha1245,52,nikʦiŋ ʦaŋma,,,,
52-wanc1238,wanc1238,52,ani-ga,,,,
53-lada1244,lada1244,53,sum tʃɑ,,,,
53-khoi1251,khoi1251,53,kʰəjum pək,,,,
53-aona1235,aona1235,53,əʃəm təŋ,,,,
53-bori1243,bori1243,53,si ɑŋum,,,,
53-bodo1269,bodo1269,53,mən ʈʰəm lɔ,,,,
53-meit1246,meit1246,53,əhum kʰəktɑ,,,,
53-tang1336,tang1336,53,kətʰum mɑŋ,,,,
53-byan1241,byan1241,53,sɯm kʰənɑ,,,,
53-loth1237,loth1237,53,etʰəm təe,,,,
53-rong1266,rong1266,53,kətʰum nə,,,,
53-anga1288,anga1288,53,sɛ rəbi,,,,
53-jadd1243,jadd1243,53,sum kʰɑ,,,,
53-stod1241,stod1241,53,sum kə,,,,
53-thad1238,thad1238,53,tʰum bɔu,,,,
53-maon1238,maon1238,53,kossə kuli kʰrəʰ,,,,
53-chok1243,chok1243,53,sɘ:o lɘkʰu,,,,
53-kony1248,kony1248,53,lim həi,,,,
53-phom1236,phom1236,53,ʧəm mun,,,,
53-poch1243,poch1243,53,kəʧem pa,,,,
53-sang1321,sang1321,53,asəŋ tu / asəŋ məliŋ,,,,
53-yimc1240,yimc1240,53,maʔsam-laŋ,,,,
53-khez1235,khez1235,53,kəʧɘ tʰɹe,,,,
53-khia1236,khia1236,53,sɘme-piho,,,,
53-sout2732,sout2732,53,kɘ́nʃə-nti,,,,
53-sumi1235,sumi1235,53,kɘtʰɘ likʰi,,,,
53-zeme1240,zeme1240,53,kɘʦum ɹɘne,,,,
53-nyis1236,nyis1236,53,om ʧaŋgu,,,,
53-apat1240,apat1240,53,niŋɪ kontɘ,,,,
53-galo1242,galo1242,53,auom goɲum,,,,
53-noct1238,noct1238,53,wanɹəm lolo,,,,
53-idum1241,idum1241,53,kaso-tèa,,,,
53-miju1243,miju1243,53,kɘsəm ʧən,,,,
53-koro1316,koro1316,53,kal gebe,,,,
53-pada1257,pada1257,53,si aŋum,,,,
53-diga1241,diga1241,53,kasəŋ-gene,,,,
53-tikh1243,tikh1243,53,aɹom-de,,,,
53-tsha1245,tsha1245,53,sam ʦaŋma,,,,
53-wanc1238,wanc1238,53,aɹəm-ga,,,,
54-lada1244,lada1244,54,izbi tʃɑ,,,,lada1244-heateonlyfourmangoes
54-khoi1251,khoi1251,54,pʰəli pək,,,,khoi1251-heateonlyfourmangoes
54-aona1235,aona1235,54,pizzə təŋ,,,,aona1235-heateonlyfourmangoes
54-bori1243,bori1243,54,si ɑppi,,,,bori1243-heateonlyfourmangoes
54-bodo1269,bodo1269,54,mən brəih lɔ,,,,bodo1269-heateonlyfourmangoes
54-meit1246,meit1246,54,məri kʰəktɑ,,,,meit1246-heateonlyfourmangoes
54-byan1241,byan1241,54,pi kʰənɑ,,,,byan1241-heateonlyfourmangoes
54-loth1237,loth1237,54,meɹz təe,,,,loth1237-heateonlyfourmangoes
54-rong1266,rong1266,54,pədəi nə,,,,rong1266-heateonlyfourmangoes
54-anga1288,anga1288,54,dɨjeh rəbi,,,,anga1288-heateonlyfourmangoes
54-jadd1243,jadd1243,54,ži kʰɑ,,,,jadd1243-heateonlyfourmangoes
54-stod1241,stod1241,54,ži kə,,,,stod1241-heateonlyfourmangoes
54-thad1238,thad1238,54,li bɔu,,,,thad1238-heateonlyfourmangoes
54-maon1238,maon1238,54,pədde kuli kʰrəʰ,,,,maon1238-heateonlyfourmangoes
54-chok1243,chok1243,54,da lɘkʰu,,,,chok1243-heateonlyfourmangoes
54-kony1248,kony1248,54,pɘli həi,,,,kony1248-heateonlyfourmangoes
54-phom1236,phom1236,54,əli mun,,,,phom1236-heateonlyfourmangoes
54-poch1243,poch1243,54,əmzɯ pa,,,,poch1243-heateonlyfourmangoes
54-sang1321,sang1321,54,məjə tu/ məjə məliŋ,,,,sang1321-heateonlyfourmangoes
54-yimc1240,yimc1240,54,pʰɘŋɪ-laŋ,,,,yimc1240-heateonlyfourmangoes
54-khez1235,khez1235,54,pɘti tʰɹe,,,,khez1235-heateonlyfourmangoes
54-khia1236,khia1236,54,pɘle-piho,,,,khia1236-heateonlyfourmangoes
54-sout2732,sout2732,54,pɘzi-nti,,,,sout2732-heateonlyfourmangoes
54-sumi1235,sumi1235,54,bidi likʰi,,,,sumi1235-heateonlyfourmangoes
54-zeme1240,zeme1240,54,medai ɹɘne,,,,zeme1240-heateonlyfourmangoes
54-nyis1236,nyis1236,54,pʰi ʧaŋgu,,,,nyis1236-heateonlyfourmangoes
54-apat1240,apat1240,54,pɘlɪ kontɘ,,,,apat1240-heateonlyfourmangoes
54-galo1242,galo1242,54,api goɲum,,,,galo1242-heateonlyfourmangoes
54-noct1238,noct1238,54,wanpɘli lolo,,,,noct1238-heateonlyfourmangoes
54-idum1241,idum1241,54,kʰini-tèa,,,,idum1241-heateonlyfourmangoes
54-miju1243,miju1243,54,kɘmɹɘn ʧən,,,,miju1243-heateonlyfourmangoes
54-koro1316,koro1316,54,kople gebe,,,,koro1316-heateonlyfourmangoes
54-pada1257,pada1257,54,si api,,,,pada1257-heateonlyfourmangoes
54-diga1241,diga1241,54,kapɹe-gene,,,,diga1241-heateonlyfourmangoes
54-tikh1243,tikh1243,54,bɘləi-de,,,,tikh1243-heateonlyfourmangoes
54-tsha1245,tsha1245,54,pʰi ʦaŋma,,,,tsha1245-heateonlyfourmangoes
54-wanc1238,wanc1238,54,pɘʒi-ga,,,,wanc1238-heateonlyfourmangoes
55-lada1244,lada1244,55,Gɑ tʃɑ,,,,
55-khoi1251,khoi1251,55,pʰəŋɑ pək,,,,
55-aona1235,aona1235,55,puŋo təŋ,,,,
55-bori1243,bori1243,55,si pilŋo,,,,
55-bodo1269,bodo1269,55,mən bɑ: lɔ,,,,
55-meit1246,meit1246,55,məŋɑ kʰəktɑ,,,,
55-tang1336,tang1336,55,pʰeŋɑ mɑŋ,,,,
55-byan1241,byan1241,55,ŋəi kʰənɑ,,,,
55-loth1237,loth1237,55,moŋo təe,,,,
55-rong1266,rong1266,55,pəŋu nə,,,,
55-anga1288,anga1288,55,peŋu rəbi,,,,
55-jadd1243,jadd1243,55,ŋɑ kʰɑ,,,,
55-stod1241,stod1241,55,ɲɑ̃ kə,,,,
55-thad1238,thad1238,55,ŋɑ bɔu,,,,
55-maon1238,maon1238,55,puŋo kuli kʰrəʰ,,,,
55-chok1243,chok1243,55,puŋu lɘbi,,,,
55-kony1248,kony1248,55,ŋa həi,,,,
55-phom1236,phom1236,55,ŋa mun,,,,
55-poch1243,poch1243,55,məŋam pa,,,,
55-sang1321,sang1321,55,məŋa tu / məŋa məliŋ,,,,
55-yimc1240,yimc1240,55,pʰɘŋɘ-laŋ,,,,
55-khez1235,khez1235,55,puŋy tʰɹe,,,,
55-khia1236,khia1236,55,muŋu-piho,,,,
55-sout2732,sout2732,55,pfɘ-nti,,,,
55-sumi1235,sumi1235,55,puŋu likʰi,,,,
55-zeme1240,zeme1240,55,miŋʉ ɹɘne,,,,
55-nyis1236,nyis1236,55,aŋo ʧaŋgu,,,,
55-apat1240,apat1240,55,jaŋoi kontɘ,,,,
55-galo1242,galo1242,55,aŋo goɲum,,,,
55-noct1238,noct1238,55,wanpaŋa lolo,,,,
55-idum1241,idum1241,55,maŋa-tèa,,,,
55-miju1243,miju1243,55,kɘlen ʧən,,,,
55-koro1316,koro1316,55,ple gebe,,,,
55-pada1257,pada1257,55,si pilo,,,,
55-diga1241,diga1241,55,maŋa-gene,,,,
55-tikh1243,tikh1243,55,baŋa-de,,,,
55-tsha1245,tsha1245,55,ŋa ʦaŋma,,,,
55-wanc1238,wanc1238,55,aɲa-ga,,,,
56-lada1244,lada1244,56,tʃu tʃɑ,,,,
56-khoi1251,khoi1251,56,cipkʰəe pək,,,,
56-aona1235,aona1235,56,tʰər təŋ,,,,
56-bori1243,bori1243,56,si ɨjiŋ,,,,
56-bodo1269,bodo1269,56,mən ži lɔ,,,,
56-meit1246,meit1246,56,tərɑ kʰəktɑ,,,,
56-tang1336,tang1336,56,tʰərɑ mɑŋ,,,,
56-byan1241,byan1241,56,ci kʰənɑ,,,,
56-loth1237,loth1237,56,tɑro təe,,,,
56-rong1266,rong1266,56,ru nə,,,,
56-anga1288,anga1288,56,kɛrə rəbi,,,,
56-jadd1243,jadd1243,56,ču kʰɑ,,,,
56-stod1241,stod1241,56,ču kə,,,,
56-thad1238,thad1238,56,som bɔu,,,,
56-maon1238,maon1238,56,kjɑ kuli kʰrəʰ,,,,
56-chok1243,chok1243,56,kɘɹi lɘbi,,,,
56-kony1248,kony1248,56,pən həi,,,,
56-phom1236,phom1236,56,ən mun,,,,
56-poch1243,poch1243,56,təɹakem pa,,,,
56-sang1321,sang1321,56,tʰeɹe tu / tʰeɹe məliŋ,,,,
56-yimc1240,yimc1240,56,tʱɘɹɘ-laŋ,,,,
56-khez1235,khez1235,56,ʧaɹə tʰɹe,,,,
56-khia1236,khia1236,56,ʦe-piho,,,,
56-sout2732,sout2732,56,ʦɘɹɘ-nti,,,,
